first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,country,property_valuation,Rank,Value,age
Gerta,Porrett,Female,46,Registered Nurse,Health,High Net Worth,No,12,3250,VIC,Australia,2,851,0.5625,60.0
Karrah,Howell,Female,63,Civil Engineer,Manufacturing,Mass Customer,No,17,2566,NSW,Australia,9,851,0.5625,63.0
Alick,Baise,Male,62,Pharmacist,Health,Mass Customer,Yes,1,2747,NSW,Australia,8,851,0.5625,21.0
Casandra,Betteridge,Female,29,Cost Accountant,Financial Services,Affluent Customer,Yes,9,3166,VIC,Australia,10,854,0.561,77.0
Maurine,Clee,Female,45,Automation Specialist II,Property,High Net Worth,Yes,5,2042,NSW,Australia,10,854,0.561,39.0
Darwin,Bumpas,Male,24,Junior Executive,Health,Affluent Customer,Yes,18,3082,VIC,Australia,7,856,0.56,41.0
Hayes,Daveren,Male,32,VP Quality Control,Manufacturing,Affluent Customer,Yes,11,4350,QLD,Australia,2,856,0.56,67.0
Piper,Issacov,Female,67,Human Resources Assistant III,Health,Affluent Customer,Yes,22,2088,NSW,Australia,9,856,0.56,80.0
Markus,Pendrey,Male,88,Clinical Specialist,Health,Affluent Customer,Yes,12,2153,NSW,Australia,10,859,0.5578124999999999,60.0
Sile,Zappel,Female,47,Business Systems Development Analyst,IT,High Net Worth,No,15,4018,QLD,Australia,6,859,0.5578124999999999,62.0
Craggy,Happel,Male,37,Marketing Manager,Manufacturing,High Net Worth,Yes,8,3064,VIC,Australia,6,859,0.5578124999999999,41.0
Egor,Mariette,Male,42,Financial Advisor,Financial Services,Affluent Customer,No,3,3163,VIC,Australia,7,862,0.5525,39.0
Reinald,Bembrigg,Male,54,Senior Financial Analyst,Financial Services,Affluent Customer,No,10,2770,NSW,Australia,7,862,0.5525,66.0
Kissie,Line,Female,2,Environmental Tech,Manufacturing,Affluent Customer,Yes,7,2200,NSW,Australia,9,862,0.5525,20.0
Quentin,Gerleit,Female,32,Associate Professor,Manufacturing,Mass Customer,No,4,3806,VIC,Australia,8,865,0.55,29.0
Karoly,Burgoine,Male,57,Account Representative IV,Health,High Net Worth,Yes,21,3012,VIC,Australia,2,865,0.55,73.0
Clarine,Piecha,Female,99,Dental Hygienist,Health,High Net Worth,No,14,4151,QLD,Australia,10,865,0.55,55.0
Mycah,Beaston,Male,11,Environmental Specialist,Financial Services,High Net Worth,Yes,12,2221,NSW,Australia,11,865,0.55,58.0
Clemmie,Bartoszewicz,Female,87,Statistician IV,Financial Services,Mass Customer,No,8,3197,VIC,Australia,9,865,0.55,61.0
Randall,Mason,Male,95,Product Engineer,Health,Mass Customer,Yes,12,2570,NSW,Australia,11,870,0.544,45.0
Donica,Humby,Female,47,Senior Cost Accountant,Financial Services,Mass Customer,No,4,2101,NSW,Australia,12,871,0.541875,53.0
Lotty,Loach,Female,76,Nurse,Health,High Net Worth,Yes,7,2380,NSW,Australia,3,871,0.541875,58.0
Marie-jeanne,Breawood,Female,37,Clinical Specialist,Health,High Net Worth,No,8,2770,NSW,Australia,6,871,0.541875,66.0
Babara,Sissel,Female,50,Accounting Assistant IV,IT,Mass Customer,Yes,21,3169,VIC,Australia,10,871,0.541875,46.0
Rodolphe,Glenton,Male,88,Programmer Analyst II,Financial Services,Affluent Customer,No,11,3163,VIC,Australia,7,871,0.541875,45.0
Thorvald,Duckerin,Male,58,Electrical Engineer,Manufacturing,Affluent Customer,Yes,1,3021,VIC,Australia,8,871,0.541875,24.0
Paulina,Iannuzzelli,Female,57,Automation Specialist I,Manufacturing,Mass Customer,No,19,2118,NSW,Australia,11,877,0.54,64.0
Ricki,Padefield,Male,43,Automation Specialist III,Manufacturing,Affluent Customer,Yes,13,4275,QLD,Australia,9,877,0.54,71.0
Lizette,McKeaveney,Female,30,Assistant Manager,Health,High Net Worth,Yes,13,2050,NSW,Australia,10,879,0.5375,26.0
Muffin,Bhar,Male,44,Software Consultant,Financial Services,Affluent Customer,No,19,2448,NSW,Australia,4,879,0.5375,54.0
Jeno,Strafford,Male,67,Tax Accountant,Financial Services,High Net Worth,No,7,4170,QLD,Australia,9,879,0.5375,78.0
Brigg,Himsworth,Male,63,Office Assistant II,Telecommunications,Mass Customer,Yes,9,4570,QLD,Australia,6,882,0.5355,46.0
Judi,Cazereau,Female,22,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,13,3851,VIC,Australia,3,883,0.53125,23.0
Shara,Bramhill,Male,24,Associate Professor,IT,Affluent Customer,No,2,2230,NSW,Australia,10,883,0.53125,30.0
Raleigh,Pont,Male,48,Associate Professor,Entertainment,Mass Customer,No,14,3139,VIC,Australia,7,883,0.53125,55.0
Zachariah,Meininking,Male,40,Cost Accountant,Financial Services,Affluent Customer,Yes,20,2749,NSW,Australia,7,883,0.53125,82.0
Lesley,Garey,Male,52,Software Consultant,Telecommunications,Mass Customer,No,11,2226,NSW,Australia,9,883,0.53125,26.0
Adriena,Giffin,Female,27,Analog Circuit Design manager,Argiculture,Affluent Customer,Yes,5,2259,NSW,Australia,9,888,0.525,63.0
Antoinette,Giffin,Female,72,Structural Analysis Engineer,Financial Services,Affluent Customer,No,5,3058,VIC,Australia,9,888,0.525,39.0
Carr,Hopkynson,Male,64,Web Developer IV,Manufacturing,Affluent Customer,No,16,2318,NSW,Australia,6,888,0.525,48.0
Shay,Briand,Male,57,Project Manager,IT,Mass Customer,Yes,9,3844,VIC,Australia,1,888,0.525,63.0
Karney,Burstow,Male,51,Design Engineer,Property,Mass Customer,Yes,6,2031,NSW,Australia,12,888,0.525,48.0
Latrena,Yetts,Female,11,Civil Engineer,Manufacturing,High Net Worth,Yes,15,2871,NSW,Australia,3,893,0.520625,21.0
Jesse,Alflat,Male,31,Executive Secretary,IT,High Net Worth,No,5,2145,NSW,Australia,9,893,0.520625,35.0
Kelcie,Kingaby,Female,54,Systems Administrator II,IT,Mass Customer,Yes,6,4019,QLD,Australia,4,893,0.520625,20.0
Fabio,Commuzzo,Male,5,Software Test Engineer II,Manufacturing,Mass Customer,No,18,3806,VIC,Australia,8,896,0.52,58.0
Heall,Andrioli,Male,46,Environmental Tech,IT,Affluent Customer,Yes,7,4133,QLD,Australia,5,896,0.52,79.0
Rickert,Brasted,Male,47,Staff Scientist,Health,Mass Customer,No,10,2145,NSW,Australia,9,898,0.5125,60.0
Hedwig,Jayme,Female,38,Accountant IV,Property,Affluent Customer,No,11,2099,NSW,Australia,10,899,0.51,67.0
Penrod,Tomasicchio,Male,5,VP Product Management,Health,High Net Worth,No,19,2318,NSW,Australia,9,899,0.51,52.0
Pancho,Edis,Male,1,Assistant Professor,Health,Mass Customer,No,13,3023,VIC,Australia,7,899,0.51,49.0
Andriana,Gosnoll,Female,53,Chief Design Engineer,Manufacturing,Mass Customer,No,8,2291,NSW,Australia,10,899,0.51,56.0
Nilson,Wiggam,Male,48,Paralegal,Financial Services,Mass Customer,No,9,3049,VIC,Australia,6,903,0.5015,24.0
Denny,Spleving,Female,84,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,5,2114,NSW,Australia,8,904,0.5,47.0
Roth,Crum,Male,0,Legal Assistant,IT,Mass Customer,No,2,2450,NSW,Australia,6,904,0.5,28.0
Olia,O' Mullan,Female,77,Account Executive,Health,Mass Customer,No,8,2263,NSW,Australia,7,904,0.5,47.0
Conway,Juarez,Male,27,Help Desk Technician,Manufacturing,Affluent Customer,No,17,4814,QLD,Australia,5,904,0.5,53.0
Dru,Crellim,Female,57,Registered Nurse,Health,Mass Customer,No,12,3030,VIC,Australia,7,904,0.5,57.0
Shaw,MacEvilly,Male,10,Software Test Engineer III,Health,Affluent Customer,No,16,2768,NSW,Australia,9,904,0.5,20.0
Brook,Eade,Female,65,Sales Representative,Retail,Mass Customer,Yes,8,2330,NSW,Australia,5,904,0.5,62.0
Aleece,Feige,Female,49,VP Marketing,Manufacturing,Mass Customer,No,18,2141,NSW,Australia,10,904,0.5,44.0
Dolorita,Strutton,Female,7,General Manager,Manufacturing,Affluent Customer,No,17,3178,VIC,Australia,8,904,0.5,29.0
Harman,A'field,Male,39,Geologist III,Manufacturing,Affluent Customer,Yes,6,4227,QLD,Australia,5,913,0.4993749999999999,59.0
Hildegarde,Bamb,Female,16,Help Desk Operator,Manufacturing,High Net Worth,Yes,10,3910,VIC,Australia,9,913,0.4993749999999999,59.0
Launce,Gale,Male,86,Biostatistician IV,Manufacturing,Mass Customer,No,21,2777,NSW,Australia,9,913,0.4993749999999999,81.0
Ilise,Clissold,Female,58,Developer IV,Entertainment,High Net Worth,No,9,2153,NSW,Australia,10,913,0.4993749999999999,32.0
Julita,Prene,Female,14,Chemical Engineer,Manufacturing,High Net Worth,Yes,13,4128,QLD,Australia,2,913,0.4993749999999999,41.0
Ashlen,Willbond,Female,64,Software Consultant,Health,High Net Worth,No,16,3934,VIC,Australia,8,913,0.4993749999999999,36.0
Keely,Bointon,Female,71,Nurse,Telecommunications,High Net Worth,No,3,4154,QLD,Australia,9,913,0.4993749999999999,31.0
Poul,Gaskin,Male,78,Help Desk Operator,Telecommunications,High Net Worth,No,17,2643,NSW,Australia,2,920,0.4929999999999999,70.0
Sheilakathryn,Huff,Female,45,Assistant Manager,Manufacturing,High Net Worth,Yes,14,2477,NSW,Australia,6,921,0.49,62.0
Rubia,Evetts,Female,59,Pharmacist,Health,Mass Customer,No,16,2071,NSW,Australia,9,921,0.49,29.0
Francklin,Cross,Male,51,Teacher,Property,Mass Customer,Yes,3,2231,NSW,Australia,10,921,0.49,39.0
Wilone,Champley,Female,22,Web Developer II,Manufacturing,High Net Worth,No,17,2077,NSW,Australia,10,924,0.48875,36.0
Lezlie,Clemits,Female,2,Senior Cost Accountant,Financial Services,Mass Customer,Yes,15,2155,NSW,Australia,10,924,0.48875,47.0
Kathe,Oller,Female,47,General Manager,Manufacturing,Mass Customer,Yes,5,3029,VIC,Australia,4,926,0.4844999999999999,60.0
Dulce,Bradwell,Female,61,Research Associate,Manufacturing,Mass Customer,No,20,4159,QLD,Australia,9,926,0.4844999999999999,63.0
Felice,Dechelette,Male,75,Librarian,Entertainment,High Net Worth,No,3,4051,QLD,Australia,4,928,0.48,22.0
Joane,Caldes,Female,84,Senior Cost Accountant,Financial Services,High Net Worth,Yes,13,2250,NSW,Australia,7,928,0.48,42.0
Diane,Furman,Female,67,Environmental Tech,Manufacturing,Affluent Customer,Yes,13,3013,VIC,Australia,9,930,0.478125,26.0
Ogdan,Blenkinship,Male,65,Occupational Therapist,Health,Mass Customer,Yes,21,3429,VIC,Australia,5,930,0.478125,69.0
Kizzee,Agget,Female,98,Statistician II,Manufacturing,Affluent Customer,No,8,2213,NSW,Australia,10,930,0.478125,43.0
Stephi,Highton,Female,30,Software Engineer I,Telecommunications,Mass Customer,Yes,12,2154,NSW,Australia,10,930,0.478125,32.0
Martino,Scoles,Male,18,Senior Financial Analyst,Financial Services,Mass Customer,No,14,3620,VIC,Australia,4,930,0.478125,45.0
Morgen,Newport,Female,5,Project Manager,Manufacturing,Mass Customer,No,6,3340,VIC,Australia,4,930,0.478125,59.0
Eugenie,Brinson,Female,79,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,3073,VIC,Australia,6,936,0.476,56.0
Reinold,Natt,Male,16,Help Desk Technician,Financial Services,High Net Worth,Yes,8,3207,VIC,Australia,8,937,0.47,55.0
Jo,Roberts,Female,41,Paralegal,Financial Services,High Net Worth,Yes,11,2440,NSW,Australia,3,937,0.47,74.0
Jacklin,Duchant,Female,77,Legal Assistant,Argiculture,Mass Customer,No,17,4132,QLD,Australia,4,939,0.4675,80.0
Colas,Gabbitas,Male,98,Staff Scientist,Retail,High Net Worth,No,20,2166,NSW,Australia,9,939,0.4675,73.0
Claudetta,Ricciardiello,Female,61,Internal Auditor,Financial Services,Mass Customer,Yes,21,3181,VIC,Australia,8,939,0.4675,46.0
Angele,Cadore,Female,5,Chief Design Engineer,Health,Mass Customer,Yes,7,4125,QLD,Australia,7,939,0.4675,65.0
Cicily,Hast,Female,63,Food Chemist,Health,Affluent Customer,Yes,8,2478,NSW,Australia,3,939,0.4675,49.0
Harland,Messenger,Male,90,Software Test Engineer I,Retail,Mass Customer,No,8,3934,VIC,Australia,10,944,0.46,46.0
Sim,Constantinou,Male,91,Analog Circuit Design manager,Property,Mass Customer,No,5,2010,NSW,Australia,9,944,0.46,27.0
Shanon,Rolfe,Female,63,Sales Representative,Retail,High Net Worth,No,8,2530,NSW,Australia,7,944,0.46,78.0
Chryste,Oddboy,Female,44,Software Engineer III,Manufacturing,High Net Worth,Yes,4,2320,NSW,Australia,9,947,0.459,31.0
Edin,Patinkin,Female,35,Account Executive,Health,Mass Customer,No,17,3015,VIC,Australia,4,948,0.456875,28.0
Nolly,Ivanchikov,Male,13,Help Desk Operator,Manufacturing,High Net Worth,Yes,11,2049,NSW,Australia,11,948,0.456875,26.0
Michele,Pammenter,Male,23,Teacher,Health,High Net Worth,No,2,3198,VIC,Australia,8,948,0.456875,37.0
Liane,Abelevitz,Female,26,Operator,IT,Mass Customer,No,3,3153,VIC,Australia,7,951,0.4505,43.0
Philbert,Bangs,Male,67,Environmental Specialist,IT,Mass Customer,Yes,6,4500,QLD,Australia,7,951,0.4505,54.0
Candy,Bangs,Female,23,Human Resources Assistant I,Financial Services,Mass Customer,No,6,3500,VIC,Australia,3,951,0.4505,42.0
Noami,Cokly,Female,74,Account Representative III,Manufacturing,Mass Customer,Yes,15,2038,NSW,Australia,11,954,0.45,57.0
Lyndell,Jereatt,Female,14,Payment Adjustment Coordinator,Entertainment,High Net Worth,No,13,2122,NSW,Australia,12,954,0.45,25.0
Maximilien,Bourget,Male,12,Geologist I,Financial Services,Mass Customer,Yes,6,3337,VIC,Australia,7,956,0.44625,51.0
Benedikta,Naptin,Female,59,Operator,Retail,Mass Customer,Yes,15,2121,NSW,Australia,11,956,0.44625,24.0
Rhodie,Gaskall,Female,83,VP Quality Control,Financial Services,Mass Customer,Yes,9,4170,QLD,Australia,9,956,0.44625,56.0
Afton,Andrassy,Female,78,Web Designer II,Retail,Mass Customer,No,7,3075,VIC,Australia,8,956,0.44625,21.0
Blondell,Dibdall,Female,62,Programmer III,Health,Mass Customer,No,4,3048,VIC,Australia,4,960,0.442,53.0
Sonia,Dunstall,Female,0,Accountant III,Financial Services,Mass Customer,No,10,2570,NSW,Australia,9,960,0.442,44.0
Benedikt,Adamou,Male,15,Recruiting Manager,Health,Mass Customer,No,11,3564,VIC,Australia,3,960,0.442,33.0
Don,Spratling,Male,82,Associate Professor,Property,Affluent Customer,Yes,7,2760,NSW,Australia,10,963,0.44,51.0
Moll,Ogilby,Female,25,Research Assistant III,Manufacturing,Mass Customer,Yes,13,4123,QLD,Australia,6,963,0.44,39.0
Jammie,Seldner,Female,42,Human Resources Manager,Health,Mass Customer,Yes,15,2066,NSW,Australia,10,963,0.44,45.0
Inglis,Pickaver,Male,33,Product Engineer,Telecommunications,Affluent Customer,No,1,2770,NSW,Australia,8,963,0.44,26.0
Clarabelle,Broschek,Female,6,Geological Engineer,Manufacturing,Mass Customer,No,18,4035,QLD,Australia,6,967,0.4356249999999999,56.0
Tillie,Bisseker,Female,74,Civil Engineer,Manufacturing,High Net Worth,No,14,2104,NSW,Australia,12,967,0.4356249999999999,59.0
Irving,Babcock,Male,60,Dental Hygienist,Health,High Net Worth,Yes,15,2705,NSW,Australia,1,967,0.4356249999999999,34.0
Evered,Gludor,Male,3,Electrical Engineer,Manufacturing,High Net Worth,Yes,15,2168,NSW,Australia,8,967,0.4356249999999999,69.0
Mavra,Finan,Female,30,Nurse,Property,Affluent Customer,Yes,4,2034,NSW,Australia,9,967,0.4356249999999999,52.0
Frieda,Tavinor,Female,43,Help Desk Operator,Property,Affluent Customer,No,10,3064,VIC,Australia,6,972,0.43,21.0
Ellwood,Budden,Male,82,Account Executive,Health,Mass Customer,Yes,11,2192,NSW,Australia,10,972,0.43,22.0
Alex,Patshull,Female,37,Senior Quality Engineer,Retail,Mass Customer,Yes,13,4165,QLD,Australia,5,974,0.425,54.0
Aundrea,Outridge,Female,77,Structural Engineer,Financial Services,Affluent Customer,Yes,10,3186,VIC,Australia,12,974,0.425,19.0
Amby,Bodega,Male,63,Recruiter,Manufacturing,Affluent Customer,Yes,17,3810,VIC,Australia,6,974,0.425,52.0
Esme,Pilipets,Male,15,Environmental Tech,Health,Mass Customer,Yes,5,3228,VIC,Australia,9,977,0.42,53.0
Beverly,Domnick,Female,56,Structural Analysis Engineer,IT,Mass Customer,No,9,2232,NSW,Australia,10,977,0.42,81.0
Artemis,Swanson,Male,77,Web Designer II,Argiculture,Mass Customer,Yes,13,3810,VIC,Australia,5,979,0.4165,43.0
Daryle,Marginson,Male,93,Environmental Tech,Argiculture,Mass Customer,Yes,9,2121,NSW,Australia,12,979,0.4165,34.0
Tyne,Anshell,Female,71,Mechanical Systems Engineer,Health,Mass Customer,Yes,3,2560,NSW,Australia,8,979,0.4165,28.0
Leona,Shorrock,Female,83,Senior Quality Engineer,Financial Services,Affluent Customer,Yes,22,4720,QLD,Australia,1,979,0.4165,68.0
Bertrando,Carass,Male,45,Sales Associate,Property,Mass Customer,No,8,2565,NSW,Australia,5,983,0.41,64.0
Augusta,Munns,Female,5,Quality Control Specialist,Health,Mass Customer,No,21,2074,NSW,Australia,11,983,0.41,68.0
Pauline,Dallosso,Male,82,Desktop Support Technician,IT,Affluent Customer,Yes,0,2050,NSW,Australia,10,985,0.408,33.0
Lauralee,Fudge,Female,83,Research Nurse,Health,Mass Customer,No,15,3277,VIC,Australia,4,985,0.408,32.0
Consalve,Ballay,Male,41,Web Developer I,IT,Mass Customer,Yes,7,2250,NSW,Australia,8,987,0.4,60.0
Lolly,Prewer,Female,44,Geologist I,Health,Mass Customer,No,15,2620,NSW,Australia,7,988,0.3995,22.0
Vyky,Pegg,Female,64,Quality Control Specialist,Manufacturing,Mass Customer,Yes,11,2322,NSW,Australia,7,988,0.3995,77.0
Kellen,Pawelski,Female,83,Media Manager II,Manufacturing,High Net Worth,Yes,11,2193,NSW,Australia,8,988,0.3995,74.0
Jermaine,Bagshawe,Female,60,Help Desk Operator,Property,Mass Customer,Yes,9,4209,QLD,Australia,6,988,0.3995,66.0
Bryan,Jachtym,Male,59,Automation Specialist I,Manufacturing,Mass Customer,Yes,15,3356,VIC,Australia,3,988,0.3995,46.0
Renie,Laundon,Female,32,Assistant Media Planner,Entertainment,Mass Customer,Yes,8,4118,QLD,Australia,3,993,0.391,46.0
Weidar,Etheridge,Male,38,Compensation Analyst,Financial Services,Mass Customer,Yes,6,2422,NSW,Australia,4,994,0.3825,61.0
Datha,Fishburn,Female,15,Office Assistant IV,Retail,Mass Customer,No,3,3079,VIC,Australia,12,994,0.3825,30.0
Ferdinand,Romanetti,Male,60,Paralegal,Financial Services,Affluent Customer,No,9,2200,NSW,Australia,7,996,0.374,60.0
Burk,Wortley,Male,22,Senior Sales Associate,Health,Mass Customer,No,6,2196,NSW,Australia,10,997,0.357,18.0
Melloney,Temby,Female,17,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,Yes,15,4702,QLD,Australia,2,997,0.357,65.0
Dickie,Cubbini,Male,30,Financial Advisor,Financial Services,Mass Customer,Yes,19,4215,QLD,Australia,2,997,0.357,67.0
Sylas,Duffill,Male,56,Staff Accountant IV,Property,Mass Customer,Yes,14,2010,NSW,Australia,9,1000,0.34,64.0
